Comunidades  autónomas;Gastos y duración media de los viajes;Tipo de dato;Periodo;Total
09 Cataluña;Gasto medio por persona;Tasa de variación acumulada;2017M03;3,99
09 Cataluña;Gasto medio por persona;Tasa de variación acumulada;2017M02;2,80
09 Cataluña;Gasto medio por persona;Tasa de variación acumulada;2017M01;1,00
09 Cataluña;Gasto medio por persona;Tasa de variación acumulada;2016M12;-0,38
09 Cataluña;Gasto medio por persona;Tasa de variación acumulada;2016M11;-0,45
09 Cataluña;Gasto medio por persona;Tasa de variación acumulada;2016M10;-0,70
09 Cataluña;Gasto medio por persona;Tasa de variación acumulada;2016M09;-1,04
09 Cataluña;Gasto medio por persona;Tasa de variación acumulada;2016M08;-2,10
09 Cataluña;Gasto medio por persona;Tasa de variación acumulada;2016M07;-1,83
09 Cataluña;Gasto medio por persona;Tasa de variación acumulada;2016M06;-2,29
09 Cataluña;Gasto medio por persona;Tasa de variación acumulada;2016M05;-1,64
09 Cataluña;Gasto medio por persona;Tasa de variación acumulada;2016M04;-3,85
09 Cataluña;Gasto medio por persona;Tasa de variación acumulada;2016M03;-1,26
09 Cataluña;Gasto medio por persona;Tasa de variación acumulada;2016M02;0,78
09 Cataluña;Gasto medio por persona;Tasa de variación acumulada;2016M01;0,71
09 Cataluña;Gasto medio por persona;Tasa de variación acumulada;2015M12;""
09 Cataluña;Gasto medio por persona;Tasa de variación acumulada;2015M11;""
09 Cataluña;Gasto medio por persona;Tasa de variación acumulada;2015M10;2,03
09 Cataluña;Gasto medio diario por persona;Dato base;2020M12;115
09 Cataluña;Gasto medio diario por persona;Dato base;2020M11;110
09 Cataluña;Gasto medio diario por persona;Dato base;2020M10;105
09 Cataluña;Gasto medio diario por persona;Dato base;2020M09;107
09 Cataluña;Gasto medio diario por persona;Dato base;2020M08;138
09 Cataluña;Gasto medio diario por persona;Dato base;2020M07;139
09 Cataluña;Gasto medio diario por persona;Dato base;2020M06;104
09 Cataluña;Gasto medio diario por persona;Dato base;2020M05;0
09 Cataluña;Gasto medio diario por persona;Dato base;2020M04;0
09 Cataluña;Gasto medio diario por persona;Dato base;2020M03;193
09 Cataluña;Gasto medio diario por persona;Dato base;2020M02;188
09 Cataluña;Gasto medio diario por persona;Dato base;2020M01;188
09 Cataluña;Gasto medio diario por persona;Dato base;2019M12;193
09 Cataluña;Gasto medio diario por persona;Dato base;2019M11;200
09 Cataluña;Gasto medio diario por persona;Dato base;2019M10;221
09 Cataluña;Gasto medio diario por persona;Dato base;2019M09;187
09 Cataluña;Gasto medio diario por persona;Dato base;2019M08;176
09 Cataluña;Gasto medio diario por persona;Dato base;2019M07;199
09 Cataluña;Gasto medio diario por persona;Dato base;2019M06;217
09 Cataluña;Gasto medio diario por persona;Dato base;2019M05;212
09 Cataluña;Gasto medio diario por persona;Dato base;2019M04;198
09 Cataluña;Gasto medio diario por persona;Dato base;2019M03;198
09 Cataluña;Gasto medio diario por persona;Dato base;2019M02;195
09 Cataluña;Gasto medio diario por persona;Dato base;2019M01;177
09 Cataluña;Gasto medio diario por persona;Dato base;2018M12;161
09 Cataluña;Gasto medio diario por persona;Dato base;2018M11;180
09 Cataluña;Gasto medio diario por persona;Dato base;2018M10;208
09 Cataluña;Gasto medio diario por persona;Dato base;2018M09;192
09 Cataluña;Gasto medio diario por persona;Dato base;2018M08;162
09 Cataluña;Gasto medio diario por persona;Dato base;2018M07;178
09 Cataluña;Gasto medio diario por persona;Dato base;2018M06;197
09 Cataluña;Gasto medio diario por persona;Dato base;2018M05;200
09 Cataluña;Gasto medio diario por persona;Dato base;2018M04;189
09 Cataluña;Gasto medio diario por persona;Dato base;2018M03;203
09 Cataluña;Gasto medio diario por persona;Dato base;2018M02;199
09 Cataluña;Gasto medio diario por persona;Dato base;2018M01;174
09 Cataluña;Gasto medio diario por persona;Dato base;2017M12;153
09 Cataluña;Gasto medio diario por persona;Dato base;2017M11;184
09 Cataluña;Gasto medio diario por persona;Dato base;2017M10;186
09 Cataluña;Gasto medio diario por persona;Dato base;2017M09;183
09 Cataluña;Gasto medio diario por persona;Dato base;2017M08;137
09 Cataluña;Gasto medio diario por persona;Dato base;2017M07;159
09 Cataluña;Gasto medio diario por persona;Dato base;2017M06;189
09 Cataluña;Gasto medio diario por persona;Dato base;2017M05;184
09 Cataluña;Gasto medio diario por persona;Dato base;2017M04;176
09 Cataluña;Gasto medio diario por persona;Dato base;2017M03;196
09 Cataluña;Gasto medio diario por persona;Dato base;2017M02;156
09 Cataluña;Gasto medio diario por persona;Dato base;2017M01;163
09 Cataluña;Gasto medio diario por persona;Dato base;2016M12;146
09 Cataluña;Gasto medio diario por persona;Dato base;2016M11;171
09 Cataluña;Gasto medio diario por persona;Dato base;2016M10;175
09 Cataluña;Gasto medio diario por persona;Dato base;2016M09;178
09 Cataluña;Gasto medio diario por persona;Dato base;2016M08;130
09 Cataluña;Gasto medio diario por persona;Dato base;2016M07;152
09 Cataluña;Gasto medio diario por persona;Dato base;2016M06;181
09 Cataluña;Gasto medio diario por persona;Dato base;2016M05;190
09 Cataluña;Gasto medio diario por persona;Dato base;2016M04;173
09 Cataluña;Gasto medio diario por persona;Dato base;2016M03;178
09 Cataluña;Gasto medio diario por persona;Dato base;2016M02;165
09 Cataluña;Gasto medio diario por persona;Dato base;2016M01;154
09 Cataluña;Gasto medio diario por persona;Dato base;2015M12;141
09 Cataluña;Gasto medio diario por persona;Dato base;2015M11;139
09 Cataluña;Gasto medio diario por persona;Dato base;2015M10;146
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2020M12;-40,36
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2020M11;-45,11
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2020M10;-52,22
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2020M09;-42,59
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2020M08;-21,85
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2020M07;-30,11
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2020M06;-51,97
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2020M05;-100,00
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2020M04;-100,00
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2020M03;-2,42
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2020M02;-3,14
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2020M01;6,39
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2019M12;19,80
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2019M11;11,38
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2019M10;6,17
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2019M09;-2,70
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2019M08;8,95
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2019M07;11,44
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2019M06;9,76
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2019M05;5,62
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2019M04;4,71
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2019M03;-2,60
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2019M02;-2,07
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2019M01;1,68
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2018M12;5,09
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2018M11;-2,16
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2018M10;11,79
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2018M09;5,10
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2018M08;18,23
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2018M07;12,35
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2018M06;4,53
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2018M05;8,69
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2018M04;7,14
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2018M03;3,63
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2018M02;27,21
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2018M01;6,27
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2017M12;5,30
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2017M11;7,65
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2017M10;6,31
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2017M09;2,84
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2017M08;4,79
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2017M07;4,43
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2017M06;4,52
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2017M05;-3,06
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2017M04;1,84
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2017M03;10,15
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2017M02;-5,31
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2017M01;6,07
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2016M12;3,40
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2016M11;22,77
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2016M10;19,85
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2016M09;16,00
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2016M08;9,78
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2016M07;16,18
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2016M06;8,35
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2016M05;9,17
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2016M04;13,79
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2016M03;7,77
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2016M02;21,73
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2016M01;16,77
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2015M12;19,02
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2015M11;10,38
09 Cataluña;Gasto medio diario por persona;Tasa de variación anual;2015M10;-2,35
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2020M12;159
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2020M11;161
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2020M10;162
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2020M09;165
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2020M08;171
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2020M07;177
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2020M06;187
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2020M05;189
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2020M04;189
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2020M03;189
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2020M02;188
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2020M01;188
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2019M12;197
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2019M11;197
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2019M10;197
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2019M09;195
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2019M08;196
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2019M07;202
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2019M06;203
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2019M05;198
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2019M04;193
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2019M03;190
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2019M02;185
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2019M01;177
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2018M12;185
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2018M11;187
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2018M10;187
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2018M09;185
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2018M08;184
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2018M07;190
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2018M06;195
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2018M05;194
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2018M04;191
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2018M03;192
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2018M02;186
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2018M01;174
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2017M12;169
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2017M11;169
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2017M10;169
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2017M09;167
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2017M08;165
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2017M07;174
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2017M06;179
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2017M05;176
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2017M04;173
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2017M03;172
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2017M02;160
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2017M01;163
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2016M12;162
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2016M11;163
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2016M10;163
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2016M09;162
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2016M08;159
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2016M07;169
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2016M06;175
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2016M05;174
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2016M04;168
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2016M03;165
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2016M02;159
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2016M01;154
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2015M12;""
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2015M11;""
09 Cataluña;Gasto medio diario por persona;Acumulado en lo que va de año;2015M10;151
09 Cataluña;Gasto medio diario por persona;Tasa de variación acumulada;2020M12;-19,26
09 Cataluña;Gasto medio diario por persona;Tasa de variación acumulada;2020M11;-18,61
09 Cataluña;Gasto medio diario por persona;Tasa de variación acumulada;2020M10;-18,08
09 Cataluña;Gasto medio diario por persona;Tasa de variación acumulada;2020M09;-15,35
09 Cataluña;Gasto medio diario por persona;Tasa de variación acumulada;2020M08;-13,16
09 Cataluña;Gasto medio diario por persona;Tasa de variación acumulada;2020M07;-12,12
09 Cataluña;Gasto medio diario por persona;Tasa de variación acumulada;2020M06;-7,91
09 Cataluña;Gasto medio diario por persona;Tasa de variación acumulada;2020M05;-4,41
09 Cataluña;Gasto medio diario por persona;Tasa de variación acumulada;2020M04;-1,81
09 Cataluña;Gasto medio diario por persona;Tasa de variación acumulada;2020M03;-0,53
09 Cataluña;Gasto medio diario por persona;Tasa de variación acumulada;2020M02;1,46
09 Cataluña;Gasto medio diario por persona;Tasa de variación acumulada;2020M01;6,39
09 Cataluña;Gasto medio diario por persona;Tasa de variación acumulada;2019M12;6,50
